2022-06-27,00,0.0,Partly cloudy,12.4,10.3,8.3,13.0,SSW,76,16.1,0,Low,49,49,44
2022-06-27,01,0.0,Partly cloudy,12.0,10.1,8.0,13.0,SSW,76,16.1,0,Low,41,41,33
2022-06-27,02,0.0,Partly cloudy,11.5,9.5,8.3,13.0,S,81,16.1,0,Low,34,34,32
2022-06-27,03,0.0,Partly cloudy,11.2,9.1,8.8,13.0,S,85,16.1,0,Low,34,34,31
2022-06-27,04,0.0,Partly cloudy,10.7,8.4,7.9,13.0,S,83,16.1,0,Low,37,37,30
2022-06-27,05,20.5,Partly sunny,11.1,9.0,7.5,13.0,S,78,16.1,0,Low,47,47,45
2022-06-27,06,80.5,Partly sunny w/ showers,11.4,8.0,7.0,13.0,S,75,9.7,0,Low,51,51,45
2022-06-27,07,132.5,Partly sunny,12.1,10.9,7.0,13.0,SSW,71,16.1,1,Low,47,47,45
2022-06-27,08,93.5,Cloudy,12.6,11.0,8.0,14.8,SSW,73,16.1,1,Low,47,47,92
2022-06-27,09,129.7,Showers,13.0,9.7,8.8,14.8,SW,76,11.3,1,Low,51,51,84
2022-06-27,10,166.2,Mostly cloudy,13.2,11.9,8.9,16.7,WSW,75,16.1,2,Low,47,47,76
2022-06-27,11,224.6,Intermittent clouds,14.7,15.9,8.8,18.5,WSW,67,16.1,6,High,33,33,59
