2022-06-30,3290.8,20.1,Mostly cloudy w/ t-storms,65
2022-07-01,4298.8,19.7,Partly sunny w/ showers,61
2022-07-02,2943.8,19.1,Showers,90
2022-07-03,4657.5,19.7,Intermittent clouds,67
2022-07-04,5052.0,19.6,Intermittent clouds,62
2022-07-05,4966.6,20.6,Intermittent clouds,73
2022-07-06,5565.8,23.2,Intermittent clouds,70
2022-07-07,7593.9,22.4,Partly sunny,46
2022-07-08,8080.2,23.5,Partly sunny,45
2022-07-09,8459.2,23.9,Intermittent clouds,46
